BAIRRO,MARCA_OBJETO,DIA_SEMANA,PERIODO,IDADE,SEXO
GRAJAU,Samsung,SEGUNDA,NOITE,35,HOMEM
VILA MARA,Samsung,DOMINGO,TARDE,28,HOMEM
SANTA CECILIA,Motorola,QUINTA,MADRUGADA,62,HOMEM
BELA VISTA,Apple,DOMINGO,TARDE,22,MULHER
VILA GUMERCINDO,Motorola,DOMINGO,MANHA,51,HOMEM
REPUBLICA,Outros,QUARTA,NOITE,44,MULHER
CONSOLACAO,Samsung,SEXTA,NOITE,21,MULHER
SANTANA,Samsung,SEXTA,MANHA,58,MULHER
SANTA CECILIA,Apple,SABADO,MANHA,50,HOMEM
CAMPO GRANDE,Motorola,QUINTA,MANHA,18,HOMEM
CIDADE ADEMAR,Samsung,TERCA,MANHA,27,MULHER
GRAJAU,Motorola,SABADO,TARDE,56,MULHER
PERDIZES,Outros,TERCA,NOITE,44,HOMEM
VILA JACUI,Motorola,SEXTA,NOITE,27,MULHER
SACOMA,Apple,QUARTA,NOITE,31,MULHER
JARDIM ETELVINA,Motorola,QUINTA,MADRUGADA,52,MULHER
ITAIM PAULISTA,Samsung,DOMINGO,MANHA,48,HOMEM
SAPOPEMBA,Samsung,SEXTA,MANHA,18,HOMEM
BELA VISTA,Motorola,DOMINGO,TARDE,38,HOMEM
PIRITUBA,Motorola,QUINTA,TARDE,27,MULHER
JD SAO LUIS,Apple,TERCA,TARDE,27,HOMEM
JARDIM MIRIAM,Samsung,TERCA,MANHA,34,MULHER
JARAGUA,LG,SABADO,MANHA,34,HOMEM
SAO MIGUEL,Samsung,TERCA,NOITE,19,HOMEM
IPIRANGA,Outros,SEXTA,TARDE,44,MULHER
VILA SONIA,Motorola,SABADO,MADRUGADA,29,HOMEM
VILA ROSEIRA II,Motorola,TERCA,MADRUGADA,53,MULHER
BRASILANDIA,Outros,QUARTA,MANHA,35,HOMEM
BARRA FUNDA,Motorola,QUARTA,TARDE,36,MULHER
SUMAREZINHO,Apple,QUINTA,TARDE,36,HOMEM
TUCURUVI,Apple,QUARTA,MANHA,22,HOMEM
SAUDE,Apple,QUINTA,NOITE,31,HOMEM
VILA BERTIOGA,Apple,DOMINGO,TARDE,43,HOMEM
VILA BUARQUE,Apple,SEXTA,MANHA,30,HOMEM
PEDREIRA,Samsung,TERCA,MANHA,26,HOMEM
VILA MARIANA,Apple,DOMINGO,MADRUGADA,16,MULHER
JARDIM PIRITUBA,Xiaomi,QUARTA,TARDE,47,MULHER
VILA CHABILANDIA,Apple,SEXTA,MADRUGADA,43,MULHER
VILA SOCORRO,Apple,QUINTA,MANHA,16,HOMEM
VILA MONUMENTO,Samsung,SEXTA,NOITE,62,HOMEM
VILA ZEFIRA,Motorola,SEXTA,NOITE,57,HOMEM
SE,Motorola,SEGUNDA,NOITE,34,HOMEM
JARDIM PEDREIRA,Samsung,SEXTA,MADRUGADA,21,MULHER
BARRA FUNDA,Samsung,TERCA,TARDE,31,MULHER
JARDIM TRES MARIAS,Motorola,SEGUNDA,MANHA,37,MULHER
PARAISO,Apple,TERCA,NOITE,20,MULHER
CAMPO GRANDE,Outros,SABADO,MANHA,38,HOMEM
REPUBLICA,Motorola,SABADO,MANHA,28,HOMEM
LAPA,Samsung,QUARTA,NOITE,46,MULHER
REPUBLICA,Apple,DOMINGO,NOITE,31,MULHER
VILA CURUCA,Xiaomi,QUARTA,MANHA,28,MULHER
SACOMA,Samsung,TERCA,TARDE,36,HOMEM
SACOMA,Apple,DOMINGO,TARDE,25,HOMEM
SE,Samsung,SEXTA,MANHA,18,MULHER
LUZ,Apple,TERCA,NOITE,42,HOMEM
JARDIM COLINA,Apple,SEGUNDA,NOITE,69,HOMEM
CHACARA ITAIM,Apple,SEXTA,NOITE,21,MULHER
PINHEIROS,Apple,QUINTA,MADRUGADA,53,HOMEM
VILA SANTA CATARINA,Motorola,DOMINGO,NOITE,22,MULHER
VILA MARIANA,Samsung,TERCA,MANHA,25,MULHER
JARDIM ANGELA,Motorola,QUINTA,NOITE,41,HOMEM
LUZ,Samsung,SEXTA,MANHA,48,HOMEM
GUAIANASES,Samsung,SEGUNDA,MADRUGADA,36,HOMEM
CAMPO LIMPO,Apple,QUINTA,NOITE,31,MULHER
JARDIM ANGELA,Apple,SEXTA,NOITE,35,MULHER
CIDADE DUTRA,Motorola,QUINTA,TARDE,62,HOMEM
TREMEMBE,Samsung,SEXTA,NOITE,38,MULHER
SAPOPEMBA,Motorola,QUINTA,MANHA,29,HOMEM
SAO MIGUEL,Samsung,SABADO,MADRUGADA,38,MULHER
MOEMA,Samsung,SEXTA,TARDE,19,HOMEM
VILA CAMPESTRE,Asus,TERCA,TARDE,36,MULHER
SACOMA,Samsung,SEGUNDA,MADRUGADA,25,MULHER
CASA VERDE,Apple,DOMINGO,MADRUGADA,18,MULHER
RAPOSO TAVARES,Apple,SEXTA,TARDE,38,MULHER
JARDIM PAULISTA,Outros,SABADO,TARDE,35,HOMEM
PARQUE DO CARMO,Samsung,TERCA,MANHA,22,MULHER
REPUBLICA,Xiaomi,DOMINGO,NOITE,64,MULHER
VILA ANDRADE,Samsung,SEXTA,MADRUGADA,37,MULHER
MOEMA,Samsung,TERCA,TARDE,38,HOMEM
VILA MARIANA,Samsung,TERCA,NOITE,26,HOMEM
INDIANOPOLIS,Apple,SEXTA,NOITE,16,MULHER
JARDIM PAULISTA,Apple,QUINTA,NOITE,49,HOMEM
JACANA,Motorola,SABADO,NOITE,28,HOMEM
ITAIM BIBI,Apple,DOMINGO,TARDE,46,MULHER
ARICANDUVA,Motorola,TERCA,MANHA,72,HOMEM
JARDIM COLINA,Apple,SEGUNDA,MANHA,67,MULHER
JARDIM VERGUEIRO (SACOMA),Motorola,SEXTA,MADRUGADA,42,MULHER
CAMPOS ELISEOS,Samsung,QUARTA,MANHA,25,MULHER
JARDIM PAULISTA,Apple,SEGUNDA,NOITE,32,HOMEM
BELA VISTA,Multilaser,SEGUNDA,NOITE,29,HOMEM
ITAIM BIBI,Samsung,QUARTA,TARDE,54,MULHER
BELA VISTA,Xiaomi,SEXTA,MADRUGADA,50,MULHER
SE,Motorola,SEXTA,TARDE,31,MULHER
FREGUESIA DO O,Apple,SEXTA,MADRUGADA,26,MULHER
SANTO AMARO,Apple,SEGUNDA,MADRUGADA,18,MULHER
CAPAO REDONDO,Samsung,SEXTA,TARDE,48,HOMEM
SANTANA,Apple,QUARTA,MANHA,33,HOMEM
LIMAO,Samsung,QUINTA,MADRUGADA,43,HOMEM
BOM RETIRO,Samsung,SEXTA,TARDE,57,MULHER
PONTE PEQUENA,LG,TERCA,MADRUGADA,53,MULHER
VILA SONIA,Samsung,DOMINGO,MADRUGADA,38,MULHER
SANTO AMARO,Apple,SABADO,NOITE,18,MULHER
JARDIM HELENA,Motorola,DOMINGO,NOITE,21,MULHER
FREGUESIA DO O,Apple,TERCA,NOITE,56,HOMEM
REPUBLICA,Samsung,QUINTA,TARDE,26,MULHER
REPUBLICA,Xiaomi,TERCA,MANHA,27,MULHER
JARAGUA,Outros,QUARTA,NOITE,28,MULHER
CAMPO BELO,Samsung,QUINTA,NOITE,43,MULHER
VILA BANCARIA,LG,TERCA,NOITE,16,HOMEM
VILA SONIA,Motorola,SABADO,NOITE,45,MULHER
TATUAPE,Samsung,DOMINGO,MADRUGADA,43,MULHER
VARZEA DA BARRA FUNDA,Samsung,SEXTA,TARDE,42,MULHER
VILA MARIA,Apple,QUARTA,MANHA,50,MULHER
CAMBUCI,Apple,QUINTA,NOITE,55,HOMEM
JARDIM ANGELA,Motorola,DOMINGO,NOITE,80,HOMEM
PEDREIRA,Motorola,QUINTA,TARDE,27,MULHER
ITAIM BIBI,Apple,SEXTA,TARDE,16,HOMEM
BELA VISTA,Samsung,SABADO,TARDE,52,HOMEM
REPUBLICA,Apple,SEXTA,MADRUGADA,34,HOMEM
PINHEIROS,Motorola,QUARTA,NOITE,23,HOMEM
JD SAO LUIS,Outros,DOMINGO,TARDE,21,MULHER
CASA VERDE,Apple,TERCA,NOITE,25,HOMEM
REPUBLICA,Apple,QUARTA,NOITE,37,MULHER
BARRA FUNDA,Motorola,DOMINGO,MANHA,56,HOMEM
CANGAIBA,Samsung,QUARTA,NOITE,46,MULHER
REPUBLICA,Apple,SABADO,NOITE,29,MULHER
LIBERDADE,Outros,SEXTA,TARDE,80,MULHER
IGUATEMI,Motorola,TERCA,MANHA,52,MULHER
VILA MARIANA,Apple,TERCA,MANHA,35,MULHER
CANGAIBA,Samsung,QUARTA,MANHA,16,MULHER
MOOCA,Outros,QUINTA,NOITE,38,MULHER
JARDIM ORLY,Xiaomi,QUINTA,TARDE,25,HOMEM
BELEM,Xiaomi,QUINTA,MADRUGADA,52,HOMEM
SAO MIGUEL,Motorola,SABADO,MANHA,20,HOMEM
ARICANDUVA,Samsung,TERCA,MADRUGADA,26,MULHER
LAPA,Samsung,QUINTA,TARDE,22,HOMEM
CAPAO REDONDO,Motorola,TERCA,MADRUGADA,52,MULHER
CIDADE ADEMAR,Xiaomi,SABADO,MADRUGADA,32,MULHER
ITAQUERA,Motorola,QUINTA,MANHA,36,MULHER
VILA SANTA CATARINA,Apple,SEGUNDA,MANHA,21,HOMEM
CENTRO HISTORICO DE SAO PAULO,Motorola,DOMINGO,MADRUGADA,21,MULHER
BRAS,Apple,TERCA,TARDE,19,HOMEM
BELA VISTA,Apple,QUINTA,NOITE,65,HOMEM
PONTE RASA,Samsung,SEXTA,MADRUGADA,49,MULHER
CIDADE ADEMAR,Samsung,SABADO,NOITE,57,HOMEM
JARDIM NELIA,Samsung,DOMINGO,MADRUGADA,42,MULHER
SAO LUCAS,Apple,SEXTA,MANHA,38,HOMEM
FREGUESIA DO O,Apple,QUINTA,NOITE,42,MULHER
CONSOLACAO,Apple,SEXTA,NOITE,32,MULHER
VILA PRUDENTE,Motorola,QUINTA,NOITE,57,MULHER
PIRITUBA,Motorola,SEXTA,TARDE,16,MULHER
JD SAO LUIS,Outros,SABADO,TARDE,28,HOMEM
BELA VISTA,Apple,SEGUNDA,MANHA,54,HOMEM
CAMPO LIMPO,Samsung,DOMINGO,TARDE,47,HOMEM
BELEM,Positivo,SEGUNDA,MADRUGADA,38,HOMEM
SUMAREZINHO,Samsung,SEXTA,TARDE,27,MULHER
CARRAO,Samsung,TERCA,NOITE,36,HOMEM
LIBERDADE,Xiaomi,TERCA,NOITE,49,HOMEM
CACHOEIRINHA,Motorola,SEGUNDA,MANHA,22,MULHER
PINHEIROS,Apple,SEXTA,NOITE,37,MULHER
VILA MARIA,Samsung,QUINTA,NOITE,16,HOMEM
VILA MONUMENTO,Motorola,SEXTA,MANHA,42,HOMEM
SAO MATEUS,Motorola,DOMINGO,MADRUGADA,47,MULHER
VILA PRUDENTE,Samsung,QUINTA,NOITE,46,HOMEM
ITAQUERA,Samsung,DOMINGO,MADRUGADA,23,HOMEM
CAPAO REDONDO,Outros,QUARTA,NOITE,30,HOMEM
CIDADE ADEMAR,Samsung,QUINTA,NOITE,22,HOMEM
MOOCA,Apple,QUINTA,TARDE,28,HOMEM
SACOMA,Samsung,SEXTA,MANHA,36,HOMEM
GRAJAU,Samsung,QUARTA,NOITE,38,MULHER
SE,Samsung,SEXTA,MANHA,16,HOMEM
PARQUE EDU CHAVES,Motorola,QUARTA,NOITE,22,MULHER
ITAIM BIBI,Apple,DOMINGO,MADRUGADA,22,MULHER
GRAJAU,Apple,SEGUNDA,MADRUGADA,62,MULHER
PEDREIRA,Apple,QUARTA,NOITE,18,MULHER
SANTO AMARO,Samsung,QUINTA,TARDE,60,MULHER
VILA MATILDE,Samsung,QUARTA,MADRUGADA,38,MULHER
VILA OLIMPIA,Samsung,SEXTA,TARDE,28,MULHER
VILA ANDRADE,Apple,QUARTA,NOITE,36,HOMEM
PIRAPORINHA,Motorola,SABADO,TARDE,35,MULHER
CAMBUCI,Samsung,TERCA,MANHA,16,MULHER
LIBERDADE,Xiaomi,TERCA,MANHA,81,HOMEM
PERDIZES,Outros,SEXTA,NOITE,55,HOMEM
SANTA EFIGENIA,Samsung,SABADO,TARDE,19,HOMEM
PINHEIROS,Samsung,SABADO,MANHA,28,HOMEM
SANTANA,Samsung,QUINTA,TARDE,26,HOMEM
CONJUNTO RESIDENCIAL JOSE BONIFACIO,Samsung,QUINTA,NOITE,42,HOMEM
REPUBLICA,Apple,SEXTA,MANHA,57,HOMEM
POMPEIA,Outros,SEXTA,TARDE,56,HOMEM
JARAGUA,Samsung,SEGUNDA,NOITE,29,HOMEM
CAMPO LIMPO,Motorola,QUINTA,NOITE,28,MULHER
BELA ALIANCA,Apple,SEXTA,TARDE,47,MULHER
SANTANA,Apple,TERCA,NOITE,21,MULHER
IPIRANGA,Apple,QUARTA,NOITE,16,MULHER
BOM RETIRO,Samsung,SEGUNDA,NOITE,83,HOMEM
BUTANTA,Apple,QUARTA,MANHA,41,MULHER
REPUBLICA,Motorola,DOMINGO,MANHA,29,MULHER
ITAIM PAULISTA,Samsung,TERCA,MANHA,45,HOMEM
PARQUE BRISTOL,Samsung,SABADO,MADRUGADA,58,HOMEM
LIBERDADE,Outros,QUINTA,NOITE,30,HOMEM
REPUBLICA,Samsung,SABADO,TARDE,42,MULHER
JARDIM AMALIA,Xiaomi,QUINTA,TARDE,50,HOMEM
BUTANTA,Apple,SEXTA,MANHA,74,HOMEM
CAPAO REDONDO,Motorola,QUINTA,MADRUGADA,21,HOMEM
ERMELINO MATARAZZO,Apple,SABADO,NOITE,77,HOMEM
VILA UBERABINHA,Apple,SABADO,MANHA,29,MULHER
CARANDIRU,Samsung,QUARTA,TARDE,28,HOMEM
SOCORRO,Apple,TERCA,NOITE,19,HOMEM
CENTRO,Apple,QUINTA,TARDE,23,MULHER
JARDIM ITACOLOMI,Samsung,SABADO,NOITE,58,MULHER
VILA EMA,Samsung,SABADO,NOITE,21,HOMEM
SE,Outros,QUINTA,NOITE,19,HOMEM
CIDADE LIDER,Asus,QUARTA,TARDE,50,HOMEM
CANTINHO DO CEU,Samsung,TERCA,TARDE,29,MULHER
JABAQUARA,Samsung,SEXTA,NOITE,27,MULHER
VARZEA DA BARRA FUNDA,Motorola,SEXTA,NOITE,48,MULHER
MOEMA,Samsung,DOMINGO,MANHA,70,MULHER
CAMPO GRANDE,Samsung,SABADO,MANHA,45,MULHER
SAO LUCAS,Asus,SEXTA,MADRUGADA,48,MULHER
CIDADE ANTONIO ESTEVAO DE CARVALHO,LG,DOMINGO,MADRUGADA,36,HOMEM
CIDADE ADEMAR,Samsung,TERCA,MANHA,20,HOMEM
VILA FORMOSA,Motorola,SEGUNDA,MANHA,33,HOMEM
SE,Motorola,SABADO,NOITE,57,MULHER
CONSOLACAO,Apple,SEXTA,MADRUGADA,29,MULHER
IPIRANGA,Apple,SEXTA,MANHA,77,HOMEM
SANTANA,Apple,SABADO,MADRUGADA,52,HOMEM
CAPAO REDONDO,Motorola,TERCA,NOITE,63,MULHER
JARDIM DAS FLORES,Motorola,QUARTA,MANHA,41,HOMEM
PERUS,Samsung,SABADO,NOITE,20,HOMEM
LIBERDADE,Apple,QUARTA,MANHA,16,HOMEM
BARRA FUNDA,Apple,QUARTA,NOITE,60,HOMEM
CONSOLACAO,Samsung,QUARTA,TARDE,23,HOMEM
PIRITUBA,Apple,QUINTA,NOITE,63,MULHER
QUARTA PARADA,Samsung,QUARTA,MANHA,56,MULHER
BRASILANDIA,Samsung,DOMINGO,MADRUGADA,49,MULHER
CAMPO GRANDE,Apple,SABADO,MANHA,51,MULHER
REPUBLICA,Apple,DOMINGO,MADRUGADA,30,HOMEM
CASA VERDE,Motorola,DOMINGO,NOITE,20,HOMEM
JARDIM MORUMBI,Apple,SEGUNDA,NOITE,23,HOMEM
JD SAO LUIS,Samsung,DOMINGO,MADRUGADA,26,MULHER
PIRITUBA,Samsung,SEGUNDA,NOITE,43,HOMEM
JARDIM DA LARANJEIRA (ZONA LESTE),LG,DOMINGO,MADRUGADA,22,MULHER
IPIRANGA,Samsung,SEXTA,NOITE,60,HOMEM
SACOMA,Apple,QUARTA,TARDE,27,MULHER
VILA CLEMENTINO,Samsung,SEXTA,MANHA,29,HOMEM
COLONIA (ZONA LESTE),Apple,DOMINGO,MADRUGADA,19,HOMEM
ERMELINO MATARAZZO,Motorola,SEGUNDA,MADRUGADA,41,HOMEM
VILA BUTANTA,Motorola,TERCA,NOITE,32,HOMEM
MOEMA,Apple,QUARTA,NOITE,60,MULHER
BELA VISTA,Apple,QUINTA,NOITE,19,HOMEM
CONSOLACAO,Outros,DOMINGO,MANHA,26,HOMEM
VILA AGUA FUNDA,Samsung,SEXTA,NOITE,25,MULHER
FREGUESIA DO O,Motorola,SEGUNDA,TARDE,31,HOMEM
BRAS,Apple,TERCA,TARDE,42,HOMEM
CAMPO GRANDE,Samsung,SEXTA,NOITE,23,HOMEM
ITAQUERA,Apple,QUARTA,NOITE,54,HOMEM
SAO LUCAS,Motorola,QUINTA,NOITE,19,HOMEM
PINHEIROS,LG,SABADO,TARDE,37,MULHER
REPUBLICA,Samsung,QUARTA,NOITE,42,HOMEM
PINHEIROS,Apple,SEXTA,TARDE,37,HOMEM
JARDIM HIPICO,Apple,QUINTA,TARDE,25,MULHER
CAMPO LIMPO,Apple,QUARTA,NOITE,22,MULHER
REPUBLICA,Apple,SABADO,NOITE,57,HOMEM
JABAQUARA,Xiaomi,QUARTA,TARDE,27,HOMEM
LAPA,Apple,QUARTA,TARDE,55,MULHER
SANTO AMARO,Apple,SABADO,NOITE,36,MULHER
VILA LEOPOLDINA,Samsung,QUARTA,NOITE,45,HOMEM
ITAIM PAULISTA,Motorola,QUINTA,TARDE,44,MULHER
BRAS,Xiaomi,QUINTA,NOITE,77,MULHER
CAMPO GRANDE,Apple,QUARTA,TARDE,48,HOMEM
CIDADE TIRADENTES,Samsung,QUINTA,MANHA,20,MULHER
PENHA,Motorola,DOMINGO,NOITE,26,HOMEM
INTERLAGOS,Apple,SABADO,MADRUGADA,38,HOMEM
JARDIM ANGELA,Motorola,SEXTA,TARDE,30,HOMEM
SANTA CECILIA,Samsung,SEGUNDA,MANHA,15,MULHER
RIO PEQUENO,Samsung,SEXTA,MADRUGADA,21,HOMEM
VILA CURUCA,Samsung,SEXTA,MADRUGADA,55,HOMEM
GRAJAU,Samsung,SEXTA,NOITE,35,HOMEM
BELEM,Samsung,TERCA,TARDE,34,HOMEM
VILA MARIANA,Apple,SEXTA,MADRUGADA,21,MULHER
VILA ALMEIDA,Outros,DOMINGO,NOITE,33,HOMEM
CIDADE LIDER,Outros,QUARTA,TARDE,55,HOMEM
PARQUE TAIPAS,Samsung,SEXTA,NOITE,38,MULHER
SAO MATEUS,Motorola,QUARTA,MANHA,25,MULHER
VILA GUILHERME,Samsung,QUARTA,MANHA,49,HOMEM
VILA MEDEIROS,Samsung,SEGUNDA,TARDE,38,HOMEM
JARDIM PANORAMA,Apple,SEXTA,NOITE,23,MULHER
LAPA DE BAIXO,Samsung,QUINTA,NOITE,19,MULHER
PEDREIRA,Samsung,TERCA,NOITE,22,HOMEM
BOM RETIRO,Samsung,DOMINGO,MANHA,84,HOMEM
JARDIM ANGELA,Samsung,QUARTA,MADRUGADA,30,HOMEM
JARDIM PEDRA BRANCA,Motorola,TERCA,NOITE,52,MULHER
BUTANTA,Motorola,SABADO,MADRUGADA,15,HOMEM
JARDIM COLINA,Outros,QUARTA,MADRUGADA,37,HOMEM
VILA REGENTE FEIJO,Motorola,SEXTA,NOITE,70,MULHER
CIDADE MONCOES,Samsung,QUINTA,TARDE,49,HOMEM
BRASILANDIA,Motorola,SABADO,MADRUGADA,49,MULHER
FREGUESIA DO O,Motorola,DOMINGO,MADRUGADA,69,MULHER
PARQUE SAO LOURENCO,Motorola,SEGUNDA,MANHA,22,HOMEM
VILA MARIANA,Xiaomi,SEGUNDA,MANHA,45,HOMEM
SAPOPEMBA,Outros,TERCA,TARDE,47,MULHER
VILA PRUDENTE,Apple,DOMINGO,NOITE,45,MULHER
BUTANTA,Apple,SEGUNDA,NOITE,18,MULHER
INDIANOPOLIS,Apple,QUINTA,TARDE,25,HOMEM
SAPOPEMBA,Apple,QUINTA,NOITE,30,HOMEM
TATUAPE,Apple,QUARTA,TARDE,55,HOMEM
VILA ARCADIA,Outros,SEXTA,MADRUGADA,40,MULHER
IPIRANGA,Samsung,QUARTA,NOITE,23,HOMEM
VILA PIRAJUSSARA,Samsung,SABADO,NOITE,20,HOMEM
SANTO AMARO,Samsung,SEXTA,NOITE,32,HOMEM
LIBERDADE,Samsung,QUINTA,NOITE,43,HOMEM
SOCORRO,Apple,SEGUNDA,NOITE,26,HOMEM
ITAIM PAULISTA,Apple,QUARTA,NOITE,73,MULHER
SAPOPEMBA,Samsung,QUINTA,NOITE,26,MULHER
VILA MARIANA,Samsung,QUINTA,TARDE,57,MULHER
VILA MARIA,Apple,SABADO,MADRUGADA,18,MULHER
CAMPO LIMPO,Apple,TERCA,MANHA,30,MULHER
IPIRANGA,Apple,SABADO,TARDE,50,HOMEM
MOOCA,Samsung,QUARTA,TARDE,58,MULHER
VILA GERTRUDES,Apple,TERCA,NOITE,71,HOMEM
BRAS,Motorola,SEXTA,TARDE,48,HOMEM
CAMPO BELO,Apple,QUARTA,MANHA,34,MULHER
JARDIM PAULISTA,Motorola,TERCA,MANHA,33,MULHER
VILA MARIANA,Apple,QUINTA,NOITE,48,HOMEM
VILA ANDRADE,Apple,DOMINGO,MADRUGADA,78,HOMEM
JAGUARA,Apple,SEXTA,NOITE,52,HOMEM
VILA ALBERTINA,Samsung,QUARTA,MADRUGADA,31,MULHER
CHACARA SONHO AZUL,Apple,QUARTA,NOITE,53,HOMEM
PLANALTO PAULISTA,Apple,SABADO,TARDE,54,MULHER
SANTO AMARO,Motorola,QUINTA,MANHA,61,MULHER
CAPAO REDONDO,Xiaomi,SABADO,MADRUGADA,54,HOMEM
VILA MEDEIROS,LG,QUARTA,TARDE,50,MULHER
JARDIM ADUTORA,Motorola,SABADO,MANHA,25,HOMEM
JARDIM COLINA,Samsung,QUINTA,TARDE,58,MULHER
SAO RAFAEL,Motorola,SEGUNDA,MADRUGADA,64,MULHER
VILA CORDEIRO,Apple,TERCA,NOITE,26,HOMEM
CASA VERDE,Apple,TERCA,NOITE,15,HOMEM
JARDIM PAULISTA,Outros,SEXTA,MANHA,45,HOMEM
JARDIM PAULISTA,Outros,QUINTA,TARDE,23,HOMEM
TATUAPE,Outros,SEXTA,NOITE,56,MULHER
VILA ARRIETE,Samsung,QUARTA,NOITE,21,HOMEM
CAPAO REDONDO,Samsung,TERCA,MADRUGADA,22,HOMEM
JD SAO LUIS,Samsung,DOMINGO,NOITE,28,MULHER
SANTA CECILIA,Samsung,TERCA,MADRUGADA,42,HOMEM
SAO LUCAS,Samsung,QUINTA,TARDE,38,HOMEM
LIMOEIRO,Samsung,SABADO,NOITE,33,MULHER
VILA PRUDENTE,Apple,QUINTA,MANHA,36,MULHER
ERMELINO MATARAZZO,Motorola,SABADO,MADRUGADA,56,MULHER
TATUAPE,Samsung,QUINTA,MANHA,15,HOMEM
REPUBLICA,Apple,SEXTA,NOITE,57,MULHER
SAO MIGUEL,Samsung,SABADO,MADRUGADA,61,MULHER
CAMPO GRANDE,Apple,DOMINGO,TARDE,28,MULHER
BELA VISTA,Apple,QUARTA,NOITE,51,HOMEM
JARDIM PAULISTA,Apple,QUINTA,NOITE,58,MULHER
CIDADE ADEMAR,Apple,DOMINGO,TARDE,55,HOMEM
VILA SAO PEDRO,Samsung,TERCA,TARDE,35,HOMEM
VILA MARIANA,Samsung,QUARTA,NOITE,68,MULHER
REPUBLICA,Apple,SABADO,NOITE,30,HOMEM
ARTUR ALVIM,Multilaser,QUINTA,MANHA,57,MULHER
VILA HAMBURGUESA,Samsung,SEGUNDA,TARDE,35,MULHER
CAPAO REDONDO,LG,TERCA,TARDE,35,HOMEM
CONSOLACAO,Samsung,SEGUNDA,MADRUGADA,23,HOMEM
SE,Motorola,SEGUNDA,TARDE,51,HOMEM
JD SAO LUIS,Xiaomi,SEXTA,MADRUGADA,56,MULHER
AGUA BRANCA,Apple,QUINTA,NOITE,36,HOMEM
JARDIM PEDRA BRANCA,Apple,DOMINGO,NOITE,51,MULHER
SOCORRO,Samsung,DOMINGO,NOITE,27,HOMEM
BUTANTA,Samsung,TERCA,NOITE,46,MULHER
PINHEIROS,Apple,QUINTA,NOITE,25,MULHER
VILA MARARI,Apple,SEXTA,NOITE,18,HOMEM
JARDIM JULIETA,Xiaomi,SEGUNDA,MANHA,67,MULHER
VILA MIRANTE,Apple,SEGUNDA,NOITE,22,MULHER
JURUBATUBA,Motorola,SEGUNDA,TARDE,55,MULHER
BRASILANDIA,Apple,QUINTA,NOITE,26,HOMEM
VILA CURUCA,Motorola,QUARTA,MANHA,33,MULHER
JARDIM NORDESTE,Samsung,SEXTA,NOITE,80,MULHER
LIBERDADE,Samsung,SABADO,MANHA,31,HOMEM
MOOCA,Motorola,TERCA,MANHA,29,HOMEM
VILA SONIA,Apple,QUINTA,NOITE,18,MULHER
BUTANTA,Apple,QUINTA,MADRUGADA,18,MULHER
CONSOLACAO,Apple,QUARTA,NOITE,42,MULHER
SACOMA,Motorola,QUARTA,MANHA,26,MULHER
REPUBLICA,Apple,QUINTA,NOITE,74,MULHER
JARAGUA,Samsung,SABADO,TARDE,19,HOMEM
CAMPO GRANDE,Motorola,QUINTA,MANHA,36,MULHER
VILA ROSEIRA II,Motorola,QUINTA,MANHA,22,HOMEM
RIO PEQUENO,Xiaomi,QUINTA,NOITE,40,MULHER
ALTO DE PINHEIROS,Apple,SEXTA,TARDE,23,MULHER
JARAGUA,Samsung,SABADO,MANHA,32,MULHER
BARRA FUNDA,Apple,SABADO,NOITE,63,HOMEM
LUZ,Samsung,QUARTA,TARDE,26,MULHER
JD SAO LUIS,Samsung,SEXTA,MADRUGADA,45,MULHER
TATUAPE,Motorola,QUARTA,TARDE,37,MULHER
ITAIM BIBI,Apple,TERCA,TARDE,37,HOMEM
VILA GOMES CARDIM,Motorola,SEXTA,TARDE,28,MULHER
CONSOLACAO,Apple,DOMINGO,MADRUGADA,30,MULHER
LAPA,Apple,SEXTA,TARDE,53,MULHER
SAO MATEUS,Samsung,SEXTA,TARDE,29,MULHER
SANTO AMARO,Samsung,SEXTA,NOITE,73,HOMEM
SANTO AMARO,Motorola,SABADO,NOITE,30,MULHER
RIO PEQUENO,Samsung,QUARTA,TARDE,26,HOMEM
SAPOPEMBA,Apple,TERCA,MANHA,36,HOMEM
CIDADE SAO MATEUS,Apple,SEXTA,NOITE,38,MULHER
JARDIM AVELINO,Outros,TERCA,MADRUGADA,56,HOMEM
VILA MATILDE,Samsung,SABADO,NOITE,16,HOMEM
GRAJAU,Motorola,SEGUNDA,TARDE,30,MULHER
JARDIM COLINA,Apple,DOMINGO,NOITE,58,MULHER
BUTANTA,Samsung,SABADO,NOITE,16,HOMEM
PENHA,Apple,TERCA,NOITE,48,HOMEM
IPIRANGA,Motorola,DOMINGO,MANHA,35,HOMEM
SAO MATEUS,Apple,QUARTA,TARDE,15,MULHER
ARTUR ALVIM,Motorola,DOMINGO,NOITE,45,MULHER
VILA DA SAUDE,Apple,QUARTA,MANHA,45,HOMEM
JACANA,Samsung,QUARTA,TARDE,20,MULHER
CIDADE SATELITE SANTA BARBARA,Nokia,QUARTA,NOITE,42,MULHER
LIMAO,Samsung,DOMINGO,MADRUGADA,46,MULHER
CENTRO,Apple,QUINTA,NOITE,20,HOMEM
SANTO AMARO,Apple,SABADO,TARDE,56,MULHER
CHACARA SANTA MARIA,Samsung,SEGUNDA,NOITE,82,HOMEM
JARDIM PAULISTA,Apple,SEXTA,NOITE,21,HOMEM
