BAIRRO,MARCA_OBJETO,DIA_SEMANA,PERIODO,IDADE,SEXO,RUBRICA,DESCR_SUBTIPOLOCAL
JABAQUARA,Apple,QUARTA,NOITE,52,MULHER,FURTO,Transporte Publico
SAUDE,Apple,QUINTA,NOITE,16,MULHER,ROUBO,Via Publica
VILA SANTA CATARINA,Samsung,SEXTA,MADRUGADA,28,MULHER,ROUBO,Via Publica
CAMPO BELO,Motorola,QUARTA,NOITE,51,HOMEM,ROUBO,Via Publica
JABAQUARA,Outros,SEXTA,NOITE,27,MULHER,ROUBO,Via Publica
JABAQUARA,Samsung,DOMINGO,MANHA,46,HOMEM,ROUBO,Via Publica
JABAQUARA,Samsung,SEXTA,NOITE,20,HOMEM,ROUBO,Via Publica
RESIDENCIAL TAIPAS,Apple,TERCA,TARDE,43,MULHER,ROUBO,Transporte Publico
JABAQUARA,Motorola,SABADO,TARDE,16,HOMEM,ROUBO,Via Publica
VILA MARIANA,Samsung,SABADO,MADRUGADA,55,MULHER,ROUBO,Via Publica
VILA MARIANA,Samsung,SABADO,MADRUGADA,23,HOMEM,ROUBO,Via Publica
VILA MARIANA,Apple,SEXTA,NOITE,58,HOMEM,ROUBO,Via Publica
VILA MARIANA,Apple,SABADO,NOITE,48,MULHER,ROUBO,Via Publica
VILA MARIANA,Xiaomi,SABADO,NOITE,15,HOMEM,ROUBO,Via Publica
IBIRAPUERA,Samsung,SABADO,NOITE,25,MULHER,ROUBO,Via Publica
VILA CLEMENTINO,Apple,SABADO,NOITE,51,MULHER,ROUBO,Via Publica
VILA MARIANA,Outros,DOMINGO,MADRUGADA,23,MULHER,ROUBO,Via Publica
VILA MARIANA,Outros,DOMINGO,MADRUGADA,27,MULHER,ROUBO,Via Publica
VILA MARIANA,Samsung,DOMINGO,NOITE,62,HOMEM,ROUBO,Via Publica
VILA MARIANA,Apple,TERCA,TARDE,34,MULHER,FURTO,Via Publica
VILA MARIANA,Apple,DOMINGO,NOITE,27,HOMEM,ROUBO,Via Publica
MOEMA,Apple,TERCA,NOITE,35,HOMEM,ROUBO,Via Publica
VILA MARIANA,Samsung,QUARTA,MANHA,27,MULHER,ROUBO,Via Publica
MOEMA,Apple,QUARTA,MANHA,80,HOMEM,ROUBO,Via Publica
MOEMA,Outros,TERCA,NOITE,47,HOMEM,FURTO,Via Publica
INDIANOPOLIS,Apple,QUARTA,TARDE,16,HOMEM,FURTO,Via Publica
VILA MARIANA,Samsung,QUARTA,TARDE,19,MULHER,FURTO,Via Publica
VILA MARIANA,Samsung,QUARTA,TARDE,20,MULHER,FURTO,Alimentacao
VILA MARIANA,Samsung,QUINTA,NOITE,21,MULHER,FURTO,Via Publica
VILA MARIANA,Apple,QUINTA,NOITE,51,MULHER,ROUBO,Via Publica
VILA MARIANA,Apple,SEXTA,TARDE,21,MULHER,ROUBO,Via Publica
VILA MARIANA,Samsung,SEXTA,NOITE,28,HOMEM,ROUBO,Via Publica
MOEMA,Apple,SEXTA,TARDE,42,HOMEM,ROUBO,Via Publica
VILA CLEMENTINO,Motorola,DOMINGO,NOITE,33,MULHER,ROUBO,Via Publica
MOEMA,Apple,SABADO,TARDE,33,HOMEM,ROUBO,Via Publica
VILA MARIANA,Apple,SABADO,NOITE,28,HOMEM,ROUBO,Via Publica
VILA MARIANA,Apple,SABADO,NOITE,49,HOMEM,ROUBO,Via Publica
VILA MARIANA,Apple,SABADO,MANHA,28,MULHER,ROUBO,Via Publica
VILA MARIANA,Apple,QUINTA,MANHA,42,MULHER,FURTO,Via Publica
PARAISO,Apple,DOMINGO,TARDE,57,MULHER,ROUBO,Via Publica
VILA MARIANA,Motorola,SABADO,MADRUGADA,20,MULHER,ROUBO,Via Publica
VILA MARIANA,Samsung,SEXTA,MADRUGADA,27,MULHER,ROUBO,Via Publica
VILA MARIANA,Samsung,SEXTA,MADRUGADA,78,MULHER,ROUBO,Via Publica
VILA MARIANA,Motorola,SEGUNDA,TARDE,23,HOMEM,FURTO,Via Publica
VILA MARIANA,Apple,TERCA,NOITE,32,MULHER,ROUBO,Via Publica
PARAISO,Apple,TERCA,NOITE,34,MULHER,ROUBO,Via Publica
PARAISO,Apple,TERCA,NOITE,66,HOMEM,ROUBO,Via Publica
VILA MARIANA,Apple,TERCA,NOITE,29,MULHER,ROUBO,Via Publica
VILA MARIANA,Apple,QUARTA,TARDE,27,HOMEM,FURTO,Via Publica
VILA MARIANA,Apple,QUINTA,NOITE,44,HOMEM,ROUBO,Via Publica
VILA CLEMENTINO,Apple,QUINTA,NOITE,21,HOMEM,FURTO,Via Publica
INDIANOPOLIS,Apple,QUARTA,NOITE,49,MULHER,FURTO,Via Publica
PARAISO,Samsung,SEXTA,MANHA,60,HOMEM,FURTO,Transporte Publico
VILA MARIANA,Apple,SEXTA,MANHA,31,MULHER,ROUBO,Via Publica
VILA MARIANA,Apple,SEXTA,NOITE,15,HOMEM,ROUBO,Via Publica
VILA MARIANA,Outros,SEXTA,NOITE,55,MULHER,ROUBO,Via Publica
VILA MARIANA,Apple,SEXTA,TARDE,43,MULHER,FURTO,Via Publica
VILA MARIANA,Apple,SEXTA,TARDE,16,MULHER,FURTO,Via Publica
MOEMA,Apple,SEXTA,TARDE,82,HOMEM,FURTO,Via Publica
MOEMA,Apple,SEXTA,TARDE,18,MULHER,FURTO,Via Publica
VILA MARIANA,Apple,SEXTA,NOITE,50,HOMEM,ROUBO,Via Publica
VILA MARIANA,Samsung,SABADO,MANHA,34,HOMEM,ROUBO,Via Publica
VILA MARIANA,Apple,SABADO,MANHA,37,HOMEM,ROUBO,Via Publica
VILA MARIANA,Apple,QUINTA,NOITE,18,HOMEM,ROUBO,Via Publica
BELA VISTA,Apple,SABADO,NOITE,20,HOMEM,ROUBO,Via Publica
IBIRAPUERA,Outros,QUARTA,MANHA,18,HOMEM,FURTO,Via Publica
VILA MARIANA,Samsung,SEXTA,NOITE,52,HOMEM,ROUBO,Via Publica
VILA MARIANA,Samsung,SEGUNDA,MANHA,36,MULHER,ROUBO,Via Publica
VILA MARIANA,Motorola,SEGUNDA,MANHA,38,HOMEM,ROUBO,Via Publica
MOEMA,Apple,TERCA,NOITE,18,MULHER,FURTO,Via Publica
MOEMA,Apple,TERCA,TARDE,38,MULHER,FURTO,Via Publica
VILA MARIANA,Samsung,QUINTA,MADRUGADA,20,HOMEM,FURTO,Via Publica
VILA MARIANA,Apple,QUINTA,NOITE,55,MULHER,ROUBO,Via Publica
MOEMA,Apple,QUINTA,NOITE,41,HOMEM,ROUBO,Via Publica
VILA MARIANA,Apple,QUINTA,NOITE,49,HOMEM,ROUBO,Via Publica
VILA MARIANA,Samsung,SEXTA,MANHA,37,MULHER,FURTO,Transporte Publico
VILA MARIANA,Apple,SEXTA,NOITE,56,HOMEM,ROUBO,Via Publica
VILA MARIANA,Apple,SEXTA,NOITE,25,HOMEM,ROUBO,Via Publica
VILA MARIANA,Apple,QUINTA,NOITE,32,MULHER,ROUBO,Via Publica
MOEMA,Apple,SABADO,NOITE,21,HOMEM,ROUBO,Via Publica
VILA MARIANA,Apple,DOMINGO,TARDE,35,MULHER,ROUBO,Via Publica
MOEMA,Apple,DOMINGO,TARDE,31,HOMEM,FURTO,Via Publica
PARAISO,Outros,QUARTA,TARDE,34,MULHER,FURTO,Via Publica
VILA MARIANA,Outros,SEXTA,NOITE,37,HOMEM,ROUBO,Via Publica
VILA CLEMENTINO,Apple,TERCA,NOITE,47,MULHER,FURTO,Transporte Privado
PARAISO,Apple,TERCA,NOITE,40,HOMEM,ROUBO,Residencia / Hospedagem
VILA MARIANA,Apple,TERCA,NOITE,41,HOMEM,ROUBO,Via Publica
PARAISO,Apple,TERCA,NOITE,27,MULHER,ROUBO,Via Publica
VILA MARIANA,Apple,QUARTA,MADRUGADA,43,MULHER,FURTO,Via Publica
MOEMA,Apple,TERCA,TARDE,19,HOMEM,FURTO,Via Publica
VILA MARIANA,Samsung,QUARTA,NOITE,18,HOMEM,FURTO,Via Publica
VILA MARIANA,Apple,QUARTA,TARDE,82,HOMEM,FURTO,Via Publica
MOEMA,Apple,QUINTA,TARDE,76,HOMEM,ROUBO,Via Publica
MOEMA,Apple,QUINTA,TARDE,33,MULHER,ROUBO,Via Publica
VILA MARIANA,Samsung,SEXTA,TARDE,28,MULHER,FURTO,Via Publica
MOEMA,Motorola,TERCA,NOITE,57,HOMEM,ROUBO,Via Publica
VILA MARIANA,Apple,SABADO,MANHA,67,HOMEM,ROUBO,Via Publica
MOEMA,Motorola,SEXTA,TARDE,51,MULHER,FURTO,Via Publica
VILA MARIANA,Apple,DOMINGO,MANHA,22,MULHER,ROUBO,Via Publica
VILA MARIANA,Xiaomi,QUINTA,MANHA,22,MULHER,ROUBO,Via Publica
PARAISO,Motorola,SEGUNDA,MANHA,76,MULHER,FURTO,Transporte Publico
VILA MARIANA,Xiaomi,SEGUNDA,MANHA,45,HOMEM,ROUBO,Via Publica
VILA MARIANA,Xiaomi,SEGUNDA,MANHA,69,MULHER,ROUBO,Via Publica
VILA MARIANA,Apple,SEGUNDA,TARDE,55,MULHER,ROUBO,Via Publica
VILA MORAES,Motorola,QUINTA,MADRUGADA,57,MULHER,ROUBO,Via Publica
VILA MORAES,Samsung,QUARTA,MANHA,27,HOMEM,ROUBO,Via Publica
SACOMA,Samsung,QUARTA,TARDE,40,MULHER,ROUBO,Via Publica
VILA AGUA FUNDA,Samsung,SEXTA,NOITE,25,MULHER,ROUBO,Via Publica
JARDIM COLINA,Apple,SABADO,MADRUGADA,18,MULHER,ROUBO,Via Publica
JARDIM COLINA,Samsung,SEGUNDA,MADRUGADA,40,HOMEM,ROUBO,Via Publica
VILA CARAGUATA,Samsung,SEGUNDA,MADRUGADA,52,MULHER,ROUBO,Via Publica
VILA LIVIERO,Outros,SEGUNDA,MANHA,33,HOMEM,ROUBO,Via Publica
JARDIM COLINA,Apple,QUARTA,MANHA,34,HOMEM,ROUBO,Via Publica
JARDIM VERGUEIRO (SACOMA),Samsung,SEXTA,MADRUGADA,45,HOMEM,ROUBO,Via Publica
JARDIM VERGUEIRO (SACOMA),Motorola,SEXTA,MADRUGADA,42,MULHER,ROUBO,Via Publica
JARDIM SANTA CRUZ (SACOMA),Samsung,TERCA,TARDE,31,HOMEM,FURTO,Residencia / Hospedagem
SACOMA,Motorola,QUINTA,TARDE,27,MULHER,ROUBO,Via Publica
SACOMA,Apple,SEGUNDA,NOITE,34,HOMEM,ROUBO,Via Publica
CURSINO,Samsung,QUINTA,MANHA,25,HOMEM,ROUBO,Via Publica
PARQUE BRISTOL,Samsung,TERCA,NOITE,54,HOMEM,ROUBO,Via Publica
SACOMA,Apple,QUINTA,MANHA,33,MULHER,ROUBO,Residencia / Hospedagem
SACOMA,Apple,QUINTA,MANHA,70,HOMEM,ROUBO,Residencia / Hospedagem
SACOMA,Apple,QUINTA,NOITE,22,MULHER,FURTO,Via Publica
JARDIM COLINA,Apple,SEXTA,TARDE,21,HOMEM,ROUBO,Via Publica
SACOMA,Samsung,SABADO,MADRUGADA,37,MULHER,ROUBO,Residencia / Hospedagem
SACOMA,Motorola,SEXTA,NOITE,15,HOMEM,ROUBO,Via Publica
SACOMA,Motorola,QUARTA,MADRUGADA,37,HOMEM,ROUBO,Via Publica
SACOMA,Samsung,SABADO,NOITE,42,HOMEM,ROUBO,Via Publica
AGUA FUNDA,Motorola,DOMINGO,TARDE,34,HOMEM,FURTO,Via Publica
PARQUE BRISTOL,LG,SABADO,NOITE,44,MULHER,FURTO,Via Publica
SACOMA,Samsung,SEXTA,NOITE,80,MULHER,ROUBO,Via Publica
JARDIM COLINA,Samsung,QUARTA,MANHA,44,MULHER,ROUBO,Via Publica
JARDIM COLINA,Xiaomi,QUARTA,MANHA,52,MULHER,ROUBO,Via Publica
JARDIM COLINA,Motorola,QUARTA,MANHA,23,MULHER,ROUBO,Via Publica
SACOMA,Motorola,QUARTA,NOITE,15,HOMEM,ROUBO,Via Publica
SACOMA,Apple,QUARTA,NOITE,22,HOMEM,ROUBO,Via Publica
SACOMA,Apple,QUINTA,NOITE,57,MULHER,ROUBO,Via Publica
SACOMA,Samsung,SEXTA,MANHA,31,HOMEM,ROUBO,Via Publica
JARDIM COLINA,Samsung,QUINTA,MANHA,57,HOMEM,FURTO,Via Publica
SACOMA,Samsung,DOMINGO,MANHA,36,MULHER,ROUBO,Via Publica
SACOMA,Samsung,DOMINGO,MANHA,34,HOMEM,ROUBO,Via Publica
SACOMA,Xiaomi,DOMINGO,MANHA,20,HOMEM,ROUBO,Via Publica
SACOMA,Apple,DOMINGO,TARDE,75,MULHER,ROUBO,Via Publica
SACOMA,Samsung,DOMINGO,NOITE,67,MULHER,ROUBO,Residencia / Hospedagem
SACOMA,Samsung,DOMINGO,NOITE,22,HOMEM,ROUBO,Residencia / Hospedagem
SACOMA,Xiaomi,SEGUNDA,MANHA,16,MULHER,ROUBO,Via Publica
SACOMA,Xiaomi,SEGUNDA,MANHA,68,HOMEM,ROUBO,Via Publica
SACOMA,Xiaomi,SEGUNDA,MANHA,60,MULHER,ROUBO,Via Publica
SACOMA,Xiaomi,SEGUNDA,MANHA,20,HOMEM,ROUBO,Via Publica
SACOMA,Apple,SEGUNDA,NOITE,49,MULHER,ROUBO,Via Publica
IPIRANGA,Samsung,SEXTA,NOITE,60,HOMEM,ROUBO,Via Publica
SACOMA,Samsung,SABADO,MANHA,20,MULHER,FURTO,Estabelecimentos Comerciais / Industrias
IPIRANGA,Apple,SABADO,NOITE,26,MULHER,ROUBO,Via Publica
IPIRANGA,Samsung,SABADO,NOITE,36,HOMEM,ROUBO,Via Publica
IPIRANGA,Samsung,SABADO,NOITE,51,HOMEM,ROUBO,Via Publica
VILA HELIOPOLIS,Samsung,SABADO,NOITE,27,MULHER,ROUBO,Via Publica
CIDADE NOVA HELIOPOLIS,Motorola,SEGUNDA,TARDE,48,HOMEM,ROUBO,Transporte Privado
IPIRANGA,Samsung,TERCA,NOITE,31,MULHER,ROUBO,Via Publica
SACOMA,Apple,QUARTA,TARDE,27,HOMEM,FURTO,Via Publica
JARDIM COLINA,Samsung,QUINTA,TARDE,36,HOMEM,ROUBO,Via Publica
SACOMA,Samsung,QUINTA,MADRUGADA,33,MULHER,ROUBO,Via Publica
SACOMA,Apple,QUINTA,TARDE,21,MULHER,ROUBO,Via Publica
SACOMA,Samsung,SEXTA,MANHA,22,HOMEM,ROUBO,Via Publica
SACOMA,Samsung,SEXTA,MANHA,36,HOMEM,ROUBO,Via Publica
IPIRANGA,Motorola,SEXTA,MADRUGADA,22,MULHER,FURTO,Transporte Publico
SACOMA,Samsung,SEXTA,TARDE,38,MULHER,ROUBO,Via Publica
SACOMA,Samsung,SEXTA,MANHA,53,MULHER,ROUBO,Via Publica
SACOMA,Samsung,SEXTA,MADRUGADA,30,MULHER,ROUBO,Via Publica
SACOMA,Apple,SEXTA,TARDE,45,MULHER,ROUBO,Via Publica
VILA HELIOPOLIS,Outros,SABADO,MADRUGADA,26,MULHER,FURTO,Via Publica
SACOMA,Samsung,SABADO,NOITE,25,HOMEM,ROUBO,Via Publica
SAO JOAO CLIMACO,Xiaomi,SEGUNDA,MANHA,16,HOMEM,ROUBO,Via Publica
SACOMA,Xiaomi,SEGUNDA,MADRUGADA,28,HOMEM,ROUBO,Via Publica
SACOMA,Xiaomi,SEGUNDA,MADRUGADA,30,HOMEM,ROUBO,Via Publica
VILA MOINHO VELHO,Xiaomi,SEXTA,NOITE,20,HOMEM,ROUBO,Via Publica
VILA MOINHO VELHO,Xiaomi,SEGUNDA,NOITE,49,HOMEM,ROUBO,Via Publica
SACOMA,Motorola,SEGUNDA,NOITE,50,MULHER,ROUBO,Via Publica
SACOMA,Motorola,QUARTA,MADRUGADA,22,MULHER,ROUBO,Transporte Privado
SACOMA,Motorola,QUARTA,MADRUGADA,46,HOMEM,ROUBO,Transporte Privado
VILA MOINHO VELHO,Samsung,QUARTA,MANHA,31,HOMEM,ROUBO,Via Publica
SACOMA,Samsung,QUARTA,MANHA,47,MULHER,ROUBO,Via Publica
VILA MOINHO VELHO,Motorola,QUINTA,NOITE,84,MULHER,ROUBO,Via Publica
SACOMA,Samsung,SABADO,TARDE,50,MULHER,ROUBO,Via Publica
IPIRANGA,Samsung,QUARTA,NOITE,42,MULHER,ROUBO,Via Publica
SACOMA,Motorola,DOMINGO,TARDE,56,MULHER,ROUBO,Via Publica
SACOMA,Motorola,DOMINGO,TARDE,31,HOMEM,ROUBO,Via Publica
IPIRANGA,Samsung,SEGUNDA,MANHA,15,HOMEM,FURTO,Via Publica
IPIRANGA,Xiaomi,SABADO,NOITE,83,MULHER,FURTO,Residencia / Hospedagem
VILA NANCY,Samsung,SEGUNDA,MADRUGADA,29,MULHER,FURTO,Via Publica
SACOMA,Motorola,SEGUNDA,MANHA,36,HOMEM,ROUBO,Via Publica
SACOMA,Motorola,SABADO,TARDE,34,HOMEM,ROUBO,Via Publica
SACOMA,Samsung,SEGUNDA,MANHA,28,HOMEM,ROUBO,Via Publica
SACOMA,Xiaomi,SEGUNDA,MANHA,30,MULHER,ROUBO,Via Publica
SACOMA,Samsung,SEGUNDA,MANHA,23,HOMEM,ROUBO,Via Publica
SACOMA,Xiaomi,SEGUNDA,MANHA,28,HOMEM,ROUBO,Via Publica
CIDADE NOVA HELIOPOLIS,Motorola,TERCA,MADRUGADA,23,HOMEM,ROUBO,Via Publica
SACOMA,Apple,TERCA,TARDE,57,MULHER,ROUBO,Via Publica
CIDADE NOVA HELIOPOLIS,Xiaomi,SABADO,MADRUGADA,40,MULHER,FURTO,Via Publica
SACOMA,Apple,TERCA,MANHA,35,HOMEM,ROUBO,Estabelecimentos Comerciais / Industrias
SACOMA,Apple,TERCA,MANHA,32,HOMEM,ROUBO,Estabelecimentos Comerciais / Industrias
SACOMA,Apple,SABADO,TARDE,18,MULHER,FURTO,Via Publica
JARDIM COLINA,Apple,QUINTA,MANHA,31,MULHER,FURTO,Via Publica
SACOMA,Apple,QUINTA,TARDE,79,MULHER,FURTO,Via Publica
VILA DOM PEDRO I,Samsung,QUARTA,NOITE,22,MULHER,ROUBO,Transporte Privado
IPIRANGA,Apple,QUINTA,NOITE,45,MULHER,ROUBO,Via Publica
IPIRANGA,Samsung,SEXTA,TARDE,18,HOMEM,ROUBO,Via Publica
IPIRANGA,Samsung,SEXTA,TARDE,21,HOMEM,ROUBO,Via Publica
IPIRANGA,Samsung,QUINTA,TARDE,65,MULHER,ROUBO,Via Publica
SACOMA,Samsung,QUARTA,NOITE,36,MULHER,ROUBO,Via Publica
IPIRANGA,Apple,SEXTA,NOITE,18,HOMEM,ROUBO,Via Publica
VILA DOM PEDRO I,Positivo,SEXTA,NOITE,76,MULHER,ROUBO,Via Publica
SACOMA,Samsung,SEXTA,NOITE,34,HOMEM,ROUBO,Via Publica
SACOMA,Samsung,SEXTA,NOITE,23,HOMEM,ROUBO,Via Publica
SACOMA,Samsung,SABADO,NOITE,25,MULHER,ROUBO,Via Publica
IPIRANGA,Apple,DOMINGO,NOITE,27,HOMEM,ROUBO,Via Publica
IPIRANGA,Apple,DOMINGO,NOITE,16,MULHER,ROUBO,Via Publica
IPIRANGA,Apple,DOMINGO,NOITE,30,HOMEM,ROUBO,Via Publica
SACOMA,Apple,SEGUNDA,MADRUGADA,19,HOMEM,FURTO,Via Publica
VILA MOINHO VELHO,Apple,SEXTA,NOITE,25,MULHER,ROUBO,Via Publica
SACOMA,Motorola,SEGUNDA,MANHA,32,MULHER,FURTO,Via Publica
SACOMA,Samsung,SEXTA,TARDE,27,HOMEM,ROUBO,Via Publica
VILA VERMELHA,Motorola,SEGUNDA,NOITE,22,MULHER,ROUBO,Via Publica
SACOMA,Apple,QUARTA,NOITE,48,HOMEM,ROUBO,Via Publica
SACOMA,Apple,QUARTA,NOITE,36,MULHER,ROUBO,Via Publica
SACOMA,Motorola,TERCA,TARDE,38,MULHER,ROUBO,Via Publica
SACOMA,Apple,QUINTA,TARDE,80,HOMEM,ROUBO,Via Publica
VILA NATALIA,Apple,QUARTA,MANHA,30,MULHER,FURTO,Via Publica
SACOMA,Apple,QUARTA,MANHA,29,HOMEM,ROUBO,Transporte Privado
VILA HELIOPOLIS,Xiaomi,SEXTA,NOITE,58,MULHER,ROUBO,Via Publica
SACOMA,Samsung,SEXTA,NOITE,55,MULHER,ROUBO,Via Publica
SACOMA,Samsung,SEXTA,NOITE,38,HOMEM,ROUBO,Via Publica
VILA NATALIA,Samsung,SEXTA,NOITE,70,HOMEM,ROUBO,Via Publica
VILA NATALIA,Samsung,SEXTA,NOITE,15,HOMEM,ROUBO,Via Publica
SACOMA,Samsung,SEXTA,NOITE,32,MULHER,ROUBO,Via Publica
SACOMA,Samsung,SEXTA,NOITE,42,HOMEM,ROUBO,Via Publica
VILA NATALIA,Samsung,SEXTA,NOITE,26,MULHER,ROUBO,Via Publica
VILA NATALIA,Samsung,SEXTA,NOITE,23,HOMEM,ROUBO,Via Publica
SACOMA,Apple,SABADO,TARDE,83,MULHER,FURTO,Via Publica
IPIRANGA,Apple,DOMINGO,NOITE,54,HOMEM,ROUBO,Via Publica
SACOMA,Outros,DOMINGO,MADRUGADA,25,MULHER,ROUBO,Via Publica
SACOMA,Outros,DOMINGO,MADRUGADA,41,MULHER,ROUBO,Via Publica
SACOMA,Apple,SEGUNDA,NOITE,31,HOMEM,ROUBO,Via Publica
SACOMA,Apple,SEGUNDA,NOITE,48,MULHER,ROUBO,Via Publica
SACOMA,Apple,SEGUNDA,NOITE,47,HOMEM,ROUBO,Via Publica
SACOMA,Apple,SEGUNDA,NOITE,72,HOMEM,ROUBO,Via Publica
ITAIM BIBI,Apple,SEXTA,NOITE,19,MULHER,ROUBO,Via Publica
ITAIM BIBI,Samsung,QUINTA,MADRUGADA,53,MULHER,ROUBO,Via Publica
ITAIM BIBI,Samsung,QUINTA,MADRUGADA,25,MULHER,ROUBO,Via Publica
SANTO AMARO,Motorola,SABADO,MADRUGADA,32,MULHER,ROUBO,Via Publica
SANTO AMARO,Motorola,SABADO,MADRUGADA,21,MULHER,ROUBO,Via Publica
C MONCOES,Samsung,SABADO,MADRUGADA,58,MULHER,ROUBO,Via Publica
MOEMA,Apple,SABADO,TARDE,45,MULHER,ROUBO,Via Publica
VILA NOVA CONCEICAO,Samsung,SEXTA,NOITE,18,HOMEM,FURTO,Transporte Publico
CIDADE MONCOES,Samsung,SABADO,MADRUGADA,35,HOMEM,ROUBO,Via Publica
CIDADE MONCOES,Apple,SABADO,NOITE,19,MULHER,ROUBO,Via Publica
CIDADE MONCOES,Apple,SABADO,NOITE,23,HOMEM,ROUBO,Via Publica
SANTO AMARO,Apple,SABADO,TARDE,21,HOMEM,FURTO,Estabelecimentos Comerciais / Industrias
ITAIM BIBI,Apple,DOMINGO,MANHA,45,MULHER,ROUBO,Via Publica
JARDIM DAS ACACIAS,Apple,DOMINGO,MANHA,54,HOMEM,ROUBO,Residencia / Hospedagem
INDIANOPOLIS,Apple,SEXTA,NOITE,76,HOMEM,ROUBO,Via Publica
ITAIM BIBI,Samsung,DOMINGO,TARDE,34,MULHER,ROUBO,Via Publica
ITAIM BIBI,Apple,DOMINGO,TARDE,66,HOMEM,ROUBO,Via Publica
ITAIM BIBI,Apple,DOMINGO,TARDE,42,MULHER,ROUBO,Via Publica
VILA OLIMPIA,Apple,DOMINGO,TARDE,30,HOMEM,ROUBO,Via Publica
ITAIM BIBI,Xiaomi,DOMINGO,TARDE,56,HOMEM,ROUBO,Via Publica
ITAIM BIBI,Samsung,DOMINGO,TARDE,18,MULHER,ROUBO,Via Publica
ITAIM BIBI,Samsung,DOMINGO,NOITE,19,MULHER,ROUBO,Via Publica
ITAIM BIBI,Apple,SEXTA,TARDE,19,HOMEM,FURTO,Via Publica
BROOKLIN NOVO,Apple,DOMINGO,TARDE,31,HOMEM,ROUBO,Via Publica
ITAIM BIBI,Samsung,DOMINGO,NOITE,37,MULHER,ROUBO,Via Publica
CIDADE MONCOES,Motorola,SEGUNDA,TARDE,81,MULHER,FURTO,Estabelecimentos Comerciais / Industrias
CIDADE MONCOES,Motorola,SEGUNDA,TARDE,31,MULHER,FURTO,Estabelecimentos Comerciais / Industrias
ITAIM BIBI,Apple,DOMINGO,TARDE,50,HOMEM,ROUBO,Via Publica
BROOKLIN,Motorola,DOMINGO,TARDE,18,HOMEM,ROUBO,Via Publica
VILA CORDEIRO,Apple,DOMINGO,TARDE,42,HOMEM,ROUBO,Via Publica
VILA CORDEIRO,Apple,DOMINGO,TARDE,51,HOMEM,ROUBO,Via Publica
ITAIM BIBI,Samsung,DOMINGO,TARDE,67,HOMEM,ROUBO,Via Publica
ITAIM BIBI,Apple,TERCA,NOITE,79,HOMEM,ROUBO,Via Publica
VILA OLIMPIA,Apple,QUARTA,MANHA,37,HOMEM,FURTO,Via Publica
ITAIM BIBI,Apple,TERCA,NOITE,22,HOMEM,ROUBO,Via Publica
SANTO AMARO,Samsung,QUARTA,NOITE,18,HOMEM,ROUBO,Via Publica
ITAIM BIBI,Apple,QUARTA,NOITE,31,MULHER,ROUBO,Via Publica
ITAIM BIBI,Apple,QUARTA,NOITE,23,MULHER,ROUBO,Via Publica
ITAIM BIBI,Apple,QUARTA,NOITE,28,MULHER,ROUBO,Via Publica
ITAIM BIBI,Samsung,QUARTA,NOITE,33,MULHER,ROUBO,Via Publica
ITAIM BIBI,Samsung,QUARTA,NOITE,64,HOMEM,ROUBO,Via Publica
ITAIM BIBI,Apple,QUARTA,NOITE,34,MULHER,ROUBO,Via Publica
ITAIM BIBI,Xiaomi,QUARTA,NOITE,36,HOMEM,ROUBO,Via Publica
ITAIM BIBI,Apple,TERCA,NOITE,53,MULHER,ROUBO,Via Publica
ITAIM BIBI,Motorola,DOMINGO,TARDE,35,HOMEM,ROUBO,Via Publica
ITAIM BIBI,Motorola,DOMINGO,TARDE,19,MULHER,ROUBO,Via Publica
ITAIM BIBI,Samsung,QUARTA,NOITE,50,MULHER,ROUBO,Via Publica
ITAIM BIBI,Samsung,QUARTA,NOITE,67,HOMEM,ROUBO,Via Publica
VILA OLIMPIA,Samsung,QUINTA,NOITE,32,MULHER,ROUBO,Via Publica
CIDADE MONCOES,Motorola,SEGUNDA,NOITE,51,MULHER,ROUBO,Via Publica
CIDADE MONCOES,Motorola,SEGUNDA,NOITE,38,HOMEM,ROUBO,Via Publica
ITAIM BIBI,Apple,SEXTA,TARDE,34,HOMEM,ROUBO,Via Publica
ITAIM BIBI,Apple,SEXTA,TARDE,31,MULHER,ROUBO,Via Publica
ITAIM BIBI,Samsung,SEXTA,NOITE,28,MULHER,ROUBO,Via Publica
INDIANOPOLIS,Apple,SEXTA,NOITE,41,MULHER,ROUBO,Via Publica
ITAIM BIBI,Apple,SEXTA,TARDE,19,HOMEM,ROUBO,Via Publica
ITAIM BIBI,Motorola,SEXTA,TARDE,26,HOMEM,ROUBO,Via Publica
ITAIM BIBI,Apple,SEXTA,TARDE,71,HOMEM,ROUBO,Via Publica
MOEMA,Apple,SEXTA,NOITE,22,HOMEM,FURTO,Transporte Privado
BROOKLIN,Apple,SEXTA,NOITE,82,MULHER,FURTO,Via Publica
VILA CORDEIRO,Apple,SEXTA,TARDE,26,MULHER,ROUBO,Via Publica
VILA OLIMPIA,Apple,SABADO,TARDE,45,MULHER,ROUBO,Via Publica
ITAIM BIBI,Apple,SEXTA,TARDE,38,HOMEM,ROUBO,Via Publica
ITAIM BIBI,Apple,DOMINGO,TARDE,26,MULHER,ROUBO,Via Publica
ITAIM BIBI,Samsung,DOMINGO,TARDE,49,MULHER,ROUBO,Via Publica
CIDADE MONCOES,Apple,DOMINGO,TARDE,19,HOMEM,ROUBO,Via Publica
